start	end	text
5301240	5303560	I prefer to do this in electronic form.
5303560	5306000	And I confess that even before learning about this tool
5306000	5309160	from Dr. Conti, I had initiated doing this tool
5309160	5311400	starting back in 2015.
5311400	5314240	And it's fairly straightforward, but as I mentioned before,
5314240	5315640	it can be very powerful.
5315640	5319280	And it simply consists of building out separate folders
5319280	5321840	or pieces of paper, and this could be done electronically
5321840	5324400	or on real world paper with paper and pen
5324400	5325480	or paper and pencil.
5325480	5328120	And essentially what you do is you're going to divide
5328120	5331800	your life history into some regular increments.
5331800	5334320	So for me, the way that I did this is I created a folder
5334320	5337760	on my laptop that I actually call Lifetime.
5337760	5339100	So that's the title of the main folder.
5339100	5341480	And then within that folder, I have a series of folders,
5341480	5344720	each of which spans a particular phase of my life.
5344720	5348080	So zero to five years of age, six to 10 years of age,
5348080	5351200	11 to 15 years of age, and so on and so forth.
5351200	5354240	Now I'm 48 years old, so I have folders that extend
5354240	5357560	to age 50 currently, although I will add folders
5357560	5359080	going forward very soon.
5359080	5361760	And the idea here is that for each of those folders,
5361760	5364080	you're going to place a single word document
5364080	5365200	into that folder.
5365200	5368760	And then on that word document, you're not going to journal,
5368760	5371480	you're not going to do any sort of extensive writing,
5371480	5375600	rather you're simply going to put down bullet points
5375600	5377740	with titles, it could be one or two sentences,
5377740	5380080	but typically it's just a few words describing
5380080	5382940	some of the key milestone events that you remember
5382940	5385040	from that particular phase of your life.
5385040	5386920	So just for sake of example, I'll read off some
5386920	5389200	of the things that are included in the folders
5389200	5391780	for my particular lifetime narrative.
5391780	5394160	But of course, this relates to my lifetime narrative,
5394160	5396160	you should of course, put the milestones
5396160	5398920	and key bullet points that relate to your lifetime narrative.
5398920	5400800	But again, just to give you a sense of the sorts of things
5400800	5402720	that made it into this folder,
5402720	5407080	in my six years old to 11 year old folder,
5407080	5409900	on that document, I put where I was living at that time,
5409900	5412140	the city I was living, the school that I went to,
5412140	5414660	I put a couple of teachers names,
5414660	5417220	teachers that had a particular influence on me,
5417220	5419580	a particular summer camp experience,
5419580	5421620	that was not a traumatic experience by the way,
5421620	5423600	it was a happy experience, but for me,
5423600	5425960	it turned out to be a very transformative one.
5425960	5427980	And then there were a couple other things in there
5427980	5431500	that are just recollections of childhood friends names.
5431500	5434180	So seemingly mundane information perhaps,
5434180	5436520	but it looks more or less like a biography
5436520	5438140	and yet other folders.
5438140	5442180	So for instance, the folder that spans from 25
5442180	5444940	to 30 years of age is the time that I was
5444940	5447140	in graduate school, so it includes a note
5447140	5449340	about graduate school, a note about particular hobbies
5449340	5450620	that I was interested in,
5450620	5452820	in addition to my scientific research at the time,
5452820	5454300	a couple of key relationships,
5454300	5456540	a couple of key relationship challenges,
5456540	5458580	as well as some things that at that time,
5458580	5460700	I was processing about prior years,
5460700	5463340	in particular my teen years in high school.
5463340	5465220	Now, the key thing here is that whatever goes
5465220	5467660	into these folders is what's important to you.
5467660	5470500	It could be positive events, it could be negative events.
5470500	5473440	It could be events that for whatever reason you remember
5473440	5475560	and that keep surfacing in your mind
5475560	5477620	that you think might be interesting or important
5477620	5479580	at some later time or that you're concerned
5479580	5480420	you might forget.
5480420	5482100	In fact, that might be a really good metric
5482100	5483740	for whether or not you include something
5483740	5484940	in these folders or not.
5484940	5486520	If there's something that you want to make sure
5486520	5489900	that you never forget, but that you think you might forget,
5489900	5492020	I would encourage you to put it onto that word document
5492020	5494020	and put it into that particular folder.
5494020	5497780	Again, this isn't about creating a coherent life story.
5497780	5500460	This is about creating a series of segments
5500460	5503500	of small collections of key life events,
5503500	5506260	positive, negative, neutral, inspiring,
5506260	5508420	basically anything that was salient for you
5508420	5509980	at that particular time.
5509980	5512540	And of course, if you want to put reflections
5512540	5515020	about those particular events into that word document,
5515020	5516380	you're more than welcome to do that.
5516380	5521020	But the basis of this self-concept developing exercise
5521020	5524340	is just that, it's to develop a historical sense
5524340	5525340	of yourself.
5525340	5527380	Of course, bringing you up to present day
5527380	5529420	where you will continue to add things
5529420	5532100	to whatever word document goes into that particular folder
5532100	5533900	for the age you happen to be now.
5533900	5534740	Now, for some of you,
5534740	5537580	this kind of autobiographical bullet pointing
5537580	5539020	might seem like it's just that,
5539020	5541900	some attempt to build or write an autobiography.
5541900	5544100	But it's very important to remember
5544100	5546040	that these folders are for you.
5546040	5548260	These folders are not about writing a book
5548260	5549220	about your life history.
5549220	5551660	Although if you decide to do that with these folders
5551660	5554580	at some point down the line, that sounds great,
5554580	5556540	but that's not the goal here.
5556540	5559100	The goal is for you to build a structured,
5559100	5561540	narrative representation of events
5561540	5563500	that were key in your life.
5563500	5565660	And as described in the series with Dr. Conti,
5565660	5569100	this goes way beyond just understanding your past.
5569100	5571180	This is really about understanding past.
5571180	5573260	It's about understanding yourself at present.
5573260	5575620	And indeed it threads into your goals
5575620	5577580	and aspirations for the future.
5577580	5579500	An important thing to understand about this tool
5579500	5584060	or protocol is that it also has a incredible ability
5584060	5588380	to anchor you in your perception of the passage of time.
5588380	5590980	Some of us track the passage of time better than others,
5590980	5594220	both within the day and across days and years and so forth.
